id,original_sentence,transformed_sentence,relative_pronoun,number,model,size,model_and_size,N1,N2,exchanged_N2,masked_token,predicted_token,accuracy,was_position,were_position,was_position_interval,were_position_interval
151,The busker warned the companion of the tramp who,The busker warned the companions of the company who [MASK],who,plural,BERT,base,BERT-base,companion,tramp,company,were,was,0,12,13,3,3
152,The cameraman adored the actor of the director who,The cameraman adored the actors of the movie who [MASK],who,plural,BERT,base,BERT-base,actor,director,movie,were,was,0,12,23,3,5
153,The cameraman adored the director of the actor who,The cameraman adored the directors of the university who [MASK],who,plural,BERT,base,BERT-base,director,actor,university,were,were,1,21,9,5,2
154,The cameraman glanced at the director of the actors who,The cameraman glanced at the directors of the university who [MASK],who,plural,BERT,base,BERT-base,director,actors,university,were,were,1,13,12,3,3
155,The cameraman hated the relative of the actor who,The cameraman hated the relatives of the laboratory who [MASK],who,plural,BERT,base,BERT-base,relative,actor,laboratory,were,were,1,13,12,3,3
156,The captain authorized the departure of the ship of the mast which,The captain authorized the departures of the ships of the secretary which [MASK],which,plural,BERT,base,BERT-base,ship,mast,secretary,were,were,1,15,13,3,3
157,The car stopped in front of the door of the house which,The car stopped in fronts of the doors of the doorman which [MASK],which,plural,BERT,base,BERT-base,door,house,doorman,were,was,0,6,15,2,3
158,The caretaker drove away the footballs of the boys which   ,The caretaker drove away the footballs of the footballer which [MASK],which,plural,BERT,base,BERT-base,footballs,boys,footballer,were,was,0,7,22,2,5
159,The chairman phoned the boss of the clerks who,The chairman phoned the bosses of the club who [MASK],who,plural,BERT,base,BERT-base,boss,clerks,club,were,were,1,28,10,5,2
160,The chancellor welcomed the advisor of the mayor who,The chancellor welcomed the advisors of the office who [MASK],who,plural,BERT,base,BERT-base,advisor,mayor,office,were,were,1,18,8,4,2
161,The chef couldn't find the cover of the pans which,The chef could n't find the covers of the guide which [MASK],which,plural,BERT,base,BERT-base,cover,pans,guides,were,was,0,10,28,2,5
162,The chef hired the friend of the waiter who,The chef hired the friends of the house who [MASK],who,plural,BERT,base,BERT-base,friend,waiter,house,were,were,1,39,9,5,2
163,The children followed the grandmother of the girl who,The children followed the grandmothers of the house who [MASK],who,plural,BERT,base,BERT-base,grandmother,girl,house,were,were,1,26,11,5,3
164,The children were poking fun at the donkey of the milkman which   ,The children were poking fun at the donkeys of the tramp which [MASK],which,plural,BERT,base,BERT-base,donkey,milkman,tramp,were,was,0,9,13,2,3
165,The cleaning lady noticed the chief of the player who,The cleaning lady noticed the chiefs of the office who [MASK],who,plural,BERT,base,BERT-base,chief,player,office,were,were,1,13,10,3,2
167,The clerk asked for the consultant of the economist who,The clerk asked for the consultants of the company who [MASK],who,plural,BERT,base,BERT-base,consultant,economist,company,were,were,1,12,8,3,2
169,The client asked for the clerk of the solicitors who,The client asked for the clerks of the office who [MASK],who,plural,BERT,base,BERT-base,clerk,solicitors,office,were,were,1,13,9,3,2
170,The client missed the patron of the artist who,The client missed the patrons of the church who [MASK],who,plural,BERT,base,BERT-base,patron,artist,church,were,were,1,17,7,4,2
171,The coach looked at the footballer of the fans who,The coach looked at the footballers of the club who [MASK],who,plural,BERT,base,BERT-base,footballer,fans,club,were,were,1,18,13,4,3
172,The coach looked at the physiotherapist of the footballer who,The coach looked at the physiotherapists of the laboratory who [MASK],who,plural,BERT,base,BERT-base,physiotherapist,footballer,laboratory,were,were,1,19,12,4,3
174,The collector lost the picture of the house which,The collector lost the pictures of the model which [MASK],which,plural,BERT,base,BERT-base,picture,house,models,were,was,0,7,14,2,3
175,The cop greeted the son of the cook who,The cop greeted the sons of the house who [MASK],who,plural,BERT,base,BERT-base,son,cook,house,were,were,1,19,11,4,3
176,The count ordered the steak of the sauce which,The count ordered the steaks of the cook which [MASK],which,plural,BERT,base,BERT-base,steak,sauce,cook,were,was,0,12,16,3,4
177,The crazy man hit the dog of the neighbor which   ,The crazy man hit the dogs of the boy which [MASK],which,plural,BERT,base,BERT-base,dog,neighbor,boy,were,was,0,9,33,2,5
178,The crewman cleaned the oar of the boat which,The crewman cleaned the oars of the tramp which [MASK],which,plural,BERT,base,BERT-base,oar,boat,tramp,were,was,0,7,20,2,4
179,The critics judge very harshly the lithograph of the park which,The critics judge very harshly the lithographs of the painter which [MASK],which,plural,BERT,base,BERT-base,lithograph,park,painter,were,were,1,59,18,5,4
180,The customer called to the assistants of the pharmacist who,The customer called to the assistants of the laboratory who [MASK],who,plural,BERT,base,BERT-base,assistants,pharmacist,laboratory,were,were,1,32,9,5,2
181,The customer spoke to the assistant of the pharmacist who,The customer spoke to the assistants of the laboratory who [MASK],who,plural,BERT,base,BERT-base,assistant,pharmacist,laboratory,were,were,1,29,9,5,2
182,The dean liked the secretary of the professor who,The dean liked the secretaries of the office who [MASK],who,plural,BERT,base,BERT-base,secretary,professor,office,were,was,0,8,9,2,2
183,The dean looked at the emblem of the college which,The dean looked at the emblems of the prince which [MASK],which,plural,BERT,base,BERT-base,emblem,college,prince,were,were,1,9,7,2,2
184,The dean was thinking about the professor of the researcher who,The dean was thinking about the professors of the university who [MASK],who,plural,BERT,base,BERT-base,professor,researcher,university,were,were,1,16,8,4,2
185,The dean was thinking about the researcher of the professor who,The dean was thinking about the researchers of the laboratory who [MASK],who,plural,BERT,base,BERT-base,researcher,professor,laboratory,were,were,1,16,8,4,2
187,The designer agreed to show us the sketch of the house which,The designer agreed to show us the sketches of the artist which [MASK],which,plural,BERT,base,BERT-base,sketch,house,artist,were,was,0,13,17,3,4
188,The detective photographed the friend of the student who,The detective photographed the friends of the house who [MASK],who,plural,BERT,base,BERT-base,friend,student,house,were,were,1,20,9,4,2
189,The detective photographed the suitcase of the student which   ,The detective photographed the suitcases of the groom which [MASK],which,plural,BERT,base,BERT-base,suitcase,student,groom,were,were,1,10,8,2,2
190,The detective pursued the bride of the prince who,The detective pursued the brides of the wedding who [MASK],who,plural,BERT,base,BERT-base,bride,prince,wedding,were,were,1,27,11,5,3
191,The director congratulated the instructor of the boy who,The director congratulated the instructors of the laboratory who [MASK],who,plural,BERT,base,BERT-base,instructor,boy,laboratory,were,were,1,16,12,4,3
193,The director discussed the set of the movie which,The director discussed the sets of the builder which [MASK],which,plural,BERT,base,BERT-base,set,movie,builder,were,was,0,10,17,2,4
194,The director looked at the artists of the actress who,The director looked at the artists of the song who [MASK],who,plural,BERT,base,BERT-base,artists,actress,songs,were,were,1,14,13,3,3
195,The director noticed the hairdresser of the actress who,The director noticed the hairdressers of the salon who [MASK],who,plural,BERT,base,BERT-base,hairdresser,actress,salon,were,were,1,25,10,5,2
196,The director spoke to the actor of the cameraman who,The director spoke to the actors of the movie who [MASK],who,plural,BERT,base,BERT-base,actor,cameraman,movie,were,were,1,29,15,5,3
197,The doctor contacted the lawyers of the nurses who,The doctor contacted the lawyers of the office who [MASK],who,plural,BERT,base,BERT-base,lawyers,nurses,office,were,was,0,12,13,3,3
198,The doctor contacted the nurses of the lawyer who,The doctor contacted the nurses of the hospital who [MASK],who,plural,BERT,base,BERT-base,nurses,lawyer,hospital,were,were,1,27,12,5,3
199,The doctor examined the nurse of the pupil who,The doctor examined the nurses of the hospital who [MASK],who,plural,BERT,base,BERT-base,nurse,pupil,hospital,were,were,1,30,9,5,2
200,The doctor met the son of the colonel who,The doctor met the sons of the house who [MASK],who,plural,BERT,base,BERT-base,son,colonel,house,were,were,1,24,10,5,2
201,The doctor observed the attorney of the consultant who,The doctor observed the attorneys of the office who [MASK],who,plural,BERT,base,BERT-base,attorney,consultant,office,were,was,0,11,15,3,3
202,The doctor recognized the nurse of the patient who,The doctor recognized the nurses of the hospital who [MASK],who,plural,BERT,base,BERT-base,nurse,patient,hospital,were,were,1,16,10,4,2
203,The doctor smiled at the nurses of the patient who,The doctor smiled at the nurses of the hospital who [MASK],who,plural,BERT,base,BERT-base,nurses,patient,hospital,were,were,1,16,12,4,3
204,The dog barked at the football of the boy which   ,The dog barked at the footballs of the footballer which [MASK],which,plural,BERT,base,BERT-base,football,boy,footballer,were,was,0,9,18,2,4
205,The dog barked at the niece of the empress who,The dog barked at the writers of the poem who [MASK],who,plural,BERT,base,BERT-base,writer,empress,poem,were,were,1,15,13,3,3
206,The doorman was talking to the sister of the nurse who,The doorman was talking to the sisters of the house who [MASK],who,plural,BERT,base,BERT-base,sister,nurse,house,were,was,0,8,9,2,2
207,The dressmaker was sewing the dress of the girl which   ,The dressmaker was sewing the dresses of the hairdresser which [MASK],which,plural,BERT,base,BERT-base,dress,girl,hairdresser,were,was,0,6,12,2,3
208,The economist liked the journalist of the editor who,The economist liked the journalists of the university who [MASK],who,plural,BERT,base,BERT-base,journalist,editor,university,were,were,1,16,10,4,2
209,The emperor described the painting of the crown which,The emperor described the paintings of the painter which [MASK],which,plural,BERT,base,BERT-base,painting,crown,painter,were,were,1,18,15,4,3
210,The employee greeted the worker of the manager who,The employee greeted the workers of the hospital who [MASK],who,plural,BERT,base,BERT-base,worker,manager,hospital,were,were,1,27,11,5,3
211,The explosion deafened the assistant of the inspector who,The explosion deafened the assistants of the laboratory who [MASK],who,plural,BERT,base,BERT-base,assistant,inspector,laboratory,were,were,1,176,11,5,3
212,The explosion reached the assistant of the superintendent who,The explosion reached the assistants of the laboratory who [MASK],who,plural,BERT,base,BERT-base,assistant,superintendent,laboratory,were,were,1,105,9,5,2
213,The explosion reached the car of the teacher which   ,The explosion reached the cars of the driver which [MASK],which,plural,BERT,base,BERT-base,car,teacher,driver,were,was,0,8,16,2,4
214,The fan despised the mascot of the team which,The fan despised the mascots of the cheerleader which [MASK],which,plural,BERT,base,BERT-base,mascot,team,cheerleaders,were,was,0,10,14,2,3
215,The fan looked at the guitarist of the singers who,The fan looked at the guitarists of the band who [MASK],who,plural,BERT,base,BERT-base,guitarist,singers,band,were,were,1,17,13,4,3
216,The fireman called to the photographer of the journalist who,The fireman called to the photographers of the sculpture who [MASK],who,plural,BERT,base,BERT-base,photographer,journalist,sculpture,were,were,1,50,11,5,3
217,The fireman observed the photographers of the journalist who,The fireman observed the photographers of the sculpture who [MASK],who,plural,BERT,base,BERT-base,photographers,journalist,sculpture,were,were,1,44,11,5,3
218,The girl was interested in the artist of the actress who,The girl was interested in the artists of the sculpture who [MASK],who,plural,BERT,base,BERT-base,artist,actress,sculpture,were,were,1,28,11,5,3
219,The governor bought some books for the library of the school which,The governor bought some books for the libraries of the visitor which [MASK],which,plural,BERT,base,BERT-base,library,school,visitor,were,were,1,12,9,3,2
220,The grandfather bothered the father of the boy who,The grandfather bothered the fathers of the house who [MASK],who,plural,BERT,base,BERT-base,father,boy,house,were,were,1,9,8,2,2
